GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-653656736,CantStop,0,GAME_OVER,165,55,2,83,rhea,3.0,2.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
-400394132,CantStop,0,GAME_OVER,226,52,2,84,rhea,2.0,4.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
-1422203009,CantStop,0,GAME_OVER,201,48,2,85,rhea,2.0,4.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
-1113178468,CantStop,0,GAME_OVER,100,30,2,86,rhea,1.0,3.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
-175367348,CantStop,0,GAME_OVER,110,26,2,87,rhea,1.0,4.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
1362911089,CantStop,0,GAME_OVER,163,35,2,88,rhea,4.0,0.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
-347120262,CantStop,0,GAME_OVER,145,44,2,89,rhea,1.0,4.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
1416514647,CantStop,0,GAME_OVER,189,47,2,90,rhea,4.0,2.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
-1570736736,CantStop,0,GAME_OVER,144,46,2,91,rhea,0.0,3.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
-1532681659,CantStop,0,GAME_OVER,142,35,2,92,rhea,5.0,1.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
2038358424,CantStop,0,GAME_OVER,142,36,2,93,rhea,1.0,4.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
1950377550,CantStop,0,GAME_OVER,149,41,2,94,rhea,3.0,2.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
-389679841,CantStop,0,GAME_OVER,118,25,2,95,rhea,4.0,1.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
-1652369011,CantStop,0,GAME_OVER,124,30,2,96,rhea,2.0,4.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
649728961,CantStop,0,GAME_OVER,111,36,2,97,rhea,0.0,4.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
1939385821,CantStop,0,GAME_OVER,119,31,2,98,rhea,4.0,1.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
-765151654,CantStop,0,GAME_OVER,82,30,2,99,rhea,0.0,3.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
-382843140,CantStop,0,GAME_OVER,177,39,2,100,rhea,5.0,2.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
1616233144,CantStop,0,GAME_OVER,94,23,2,101,rhea,3.0,0.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
