GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-1781053528,Connect4,3,GAME_OVER,7,0,2,111,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
-1606283071,Connect4,3,GAME_OVER,8,1,2,112,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-543735179,Connect4,9,GAME_OVER,19,0,2,113,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
1674156088,Connect4,3,GAME_OVER,8,1,2,114,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
166348003,Connect4,11,GAME_OVER,23,0,2,115,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
-1111867417,Connect4,9,GAME_OVER,20,1,2,116,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1814791316,Connect4,4,GAME_OVER,10,1,2,117,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1933375635,Connect4,3,GAME_OVER,8,1,2,118,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-427253403,Connect4,5,GAME_OVER,12,1,2,119,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-194714209,Connect4,3,GAME_OVER,8,1,2,120,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-2069492797,Connect4,4,GAME_OVER,10,1,2,121,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1770987610,Connect4,3,GAME_OVER,8,1,2,122,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
803393950,Connect4,3,GAME_OVER,8,1,2,123,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
729978769,Connect4,6,GAME_OVER,14,1,2,124,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1696041272,Connect4,3,GAME_OVER,8,1,2,125,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-820865651,Connect4,6,GAME_OVER,14,1,2,126,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1274945941,Connect4,8,GAME_OVER,17,0,2,127,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
309225253,Connect4,3,GAME_OVER,8,1,2,128,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-211487773,Connect4,5,GAME_OVER,12,1,2,129,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
900850219,Connect4,3,GAME_OVER,7,0,2,130,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
656084288,Connect4,3,GAME_OVER,8,1,2,131,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-654510776,Connect4,3,GAME_OVER,8,1,2,132,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
367540394,Connect4,3,GAME_OVER,8,1,2,133,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
157779522,Connect4,7,GAME_OVER,15,0,2,134,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
-742897131,Connect4,3,GAME_OVER,8,1,2,135,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
936541807,Connect4,3,GAME_OVER,7,0,2,136,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
1110959865,Connect4,3,GAME_OVER,8,1,2,137,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-492937223,Connect4,3,GAME_OVER,8,1,2,138,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1127983648,Connect4,8,GAME_OVER,17,0,2,139,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
-650173733,Connect4,3,GAME_OVER,8,1,2,140,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1567683149,Connect4,5,GAME_OVER,11,0,2,141,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
968865470,Connect4,5,GAME_OVER,11,0,2,142,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
2002296535,Connect4,3,GAME_OVER,8,1,2,143,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
375451423,Connect4,3,GAME_OVER,8,1,2,144,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-2103348381,Connect4,3,GAME_OVER,8,1,2,145,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1342038375,Connect4,6,GAME_OVER,13,0,2,146,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
1400281323,Connect4,3,GAME_OVER,8,1,2,147,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-96507681,Connect4,3,GAME_OVER,8,1,2,148,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
528391606,Connect4,6,GAME_OVER,14,1,2,149,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
580954778,Connect4,9,GAME_OVER,20,1,2,150,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-638561184,Connect4,3,GAME_OVER,8,1,2,151,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-41114663,Connect4,4,GAME_OVER,10,1,2,152,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-380019667,Connect4,6,GAME_OVER,14,1,2,153,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1450633361,Connect4,6,GAME_OVER,13,0,2,154,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
640379295,Connect4,3,GAME_OVER,8,1,2,155,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1644944599,Connect4,3,GAME_OVER,8,1,2,156,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1899022862,Connect4,3,GAME_OVER,8,1,2,157,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1155036243,Connect4,3,GAME_OVER,8,1,2,158,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1174818378,Connect4,3,GAME_OVER,8,1,2,159,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
60820168,Connect4,3,GAME_OVER,8,1,2,160,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-1431110757,Connect4,3,GAME_OVER,8,1,2,161,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
906021935,Connect4,14,GAME_OVER,29,0,2,162,2,Random,2,1,1,FirstAction,Random,-1.0,1.0,FirstAction,FirstAction,Random,0
-1642764399,Connect4,5,GAME_OVER,12,1,2,163,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1260479829,Connect4,9,GAME_OVER,20,1,2,164,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1535167110,Connect4,3,GAME_OVER,8,1,2,165,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
-62706232,Connect4,3,GAME_OVER,8,1,2,166,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
1844342211,Connect4,3,GAME_OVER,8,1,2,167,1,Random,1,2,2,FirstAction,Random,1.0,-1.0,FirstAction,FirstAction,Random,1
346665430,Connect4,6,GAME_OVER,14,1,2,168,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
879079583,Connect4,8,GAME_OVER,17,0,2,169,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-619666105,Connect4,5,GAME_OVER,12,1,2,170,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
503938916,Connect4,18,GAME_OVER,37,0,2,171,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-428737539,Connect4,12,GAME_OVER,25,0,2,172,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1745970416,Connect4,7,GAME_OVER,16,1,2,173,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1436161366,Connect4,5,GAME_OVER,11,0,2,174,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1151041315,Connect4,7,GAME_OVER,16,1,2,175,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
697067980,Connect4,11,GAME_OVER,24,1,2,176,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1168140970,Connect4,9,GAME_OVER,19,0,2,177,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1491060889,Connect4,3,GAME_OVER,7,0,2,178,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1819802610,Connect4,6,GAME_OVER,14,1,2,179,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
